file	t	f0	intensity
 2.wav	0.83	155.06891629111976	57.01962710320757
 2.wav	0.835	155.09158540431653	57.33999409951231
 2.wav	0.84	155.04984769636695	57.603088710123146
 2.wav	0.845	154.92582067915112	57.809158285975
 2.wav	0.85	154.70248584998004	57.954227869573714
 2.wav	0.855	154.38170166715068	58.038648194034366
 2.wav	0.86	153.95989306138145	58.06300943899784
 2.wav	0.865	153.41558179355638	58.030715089239926
 2.wav	0.87	152.70513628476388	57.94662260888163
 2.wav	0.875	151.82319705035349	57.815578861765985
 2.wav	0.88	150.7874779608595	57.645117143140865
 2.wav	0.885	149.66925749310155	57.441425287247384
 2.wav	0.89	148.52367920656008	57.21441563654987
 2.wav	0.895	147.38288645813458	56.96963659076243
 2.wav	0.9	146.22036558344539	56.714947501958605
 2.wav	0.905	145.00374109358316	56.4492563234128
 2.wav	0.91	143.68871523916187	56.17195174153465
 2.wav	0.915	142.28402546969056	55.87399981743543
 2.wav	0.92	140.80447870284823	55.54961045613201
 2.wav	0.925	139.3028981799626	55.18711640553937
 2.wav	0.93	137.77376758741946	54.782978099779854
 2.wav	0.935	136.2166839297087	54.32911578536239
 2.wav	0.94	134.6225301678147	53.82767771768656
 2.wav	0.945	133.02663477769826	53.2759684783091
 2.wav	0.95	131.43730089694282	52.684330060953364
 2.wav	0.955	129.89466662973004	52.057813328426825
 2.wav	0.96	128.3707950914003	51.41747024354662
 2.wav	0.965	126.86199319264476	50.777332701669366
 2.wav	0.97	125.32901489541898	50.16283519186964
 2.wav	0.975	123.78230736321154	49.58252348895495
 2.wav	0.98	122.23692690256003	49.045133721630236
 2.wav	0.985	120.74830497593196	48.54090573717302
 2.wav	0.99	119.34477783828298	48.059660728931064
 2.wav	0.995	118.03243548279592	47.588003386933934
 2.wav	1	116.80867923114012	47.1231096505042
 2.wav	1.005	115.69386098031282	46.65818819097591
 2.wav	1.01	114.67100547728288	46.197717239387615
 2.wav	1.015	113.7249221348654	45.73657398584304
 2.wav	1.02	112.814683039726	45.2740486808052
 2.wav	1.025	111.96895189381262	44.803798457208195
 2.wav	1.03	111.21964565072174	44.32688233745003
 2.wav	1.035	110.57767459714842	43.83506636988451
 2.wav	1.04	110.01154546118494	43.32797878830884
 2.wav	1.045	109.51248570198698	42.78913027102006
 2.wav	1.05	109.10332605130111	42.206452354081605
 2.wav	1.055	108.79613142485495	41.5579818044754
 2.wav	1.06	108.52263931847249	40.83558496331995
 2.wav	1.065	108.17319972611905	40.03796790551018
 2.wav	1.07	107.6601173578961	39.19677382217831
 2.wav	1.075	107.02764965073564	38.352528195883046
 2.wav	1.08	106.31694489612939	37.57992482492317
 2.wav	1.085	105.54985087213439	36.94290046699308
 2.wav	1.09	104.68003301544431	36.490065220027084
 2.wav	1.095	103.78308155828383	36.21001055171871
 2.wav	1.1	103.0216977910124	36.07159387377518
 2.wav	1.105	102.62944796238604	36.022658382919516
 2.wav	1.11	102.60721699538473	36.01212875297146
 2.wav	1.115	102.78700420150021	36.006759373376696
 2.wav	1.12	102.93277881458725	35.97570623213917
 2.wav	1.125	102.93375465815521	35.90150634826299
 2.wav	1.13	102.77186145825434	35.768140342937194
 2.wav	1.135	102.5328704915062	35.56323215852458
 2.wav	1.14	102.26359981624866	35.27957522887288
 2.wav	1.145	102.02282733041079	34.90932306105637
 2.wav	1.15	101.83114264423702	34.450672897978286
 2.wav	1.155	101.71656941918327	33.90106046253572
 2.wav	1.16	101.63682794603152	33.26363855591764
 2.wav	1.165	101.57673104528605	32.541081743362376
 2.wav	1.17	101.5481459440527	31.745442905067677
 2.wav	1.175	101.65897124964408	30.884708114166944
 2.wav	1.18	102.00373876915758	29.980344014645134
 2.wav	1.185	102.5361674065979	29.045466171587453
 2.wav	1.19	102.98084801855829	28.10936917615245
 2.wav	1.195	103.06262892145654	27.181469389430998
 2.wav	1.2	102.70560938924679	26.296167591912088
 2.wav	1.205	102.14363487750641	25.456157499704865
 2.wav	1.21	101.63816718218207	24.700833689238575
 2.wav	1.215	101.38396598093719	24.029347277387938
 2.wav	1.22	101.36868651807097	23.472831826636728
 2.wav	1.225	101.54935561145692	23.01125362191351
 2.wav	1.23	101.87197862773206	22.646528249554834
 2.wav	1.235	102.28383857200053	22.338581842485766
 2.wav	1.24	102.67783656291832	22.07492415946763
 2.wav	1.245	102.96986462305752	21.820722050213387
 2.wav	1.25	103.16197637002229	21.571273294867463
 2.wav	1.255	103.30882504711529	21.308498919539346
 2.wav	1.26	103.41918557261378	21.03347531978414
 2.wav	1.265	103.44810758663728	20.73869345466363
 2.wav	1.27	103.34976798635397	20.42745437659315
 2.wav	1.275	103.15029762904452	20.0986175485303
 2.wav	1.28	102.95193272861496	19.75966335031531
 2.wav	1.285	102.88086383308024	19.4162455235687
 2.wav	1.29	102.98724371261586	19.080674986866867
 2.wav	1.295	103.2130822897909	18.75995845226368
 2.wav	1.3	103.48311061183476	18.461655200555395
 2.wav	1.305	103.70937403590908	18.184423961793172
 2.wav	1.31	103.80521973413094	17.921365942203103
 2.wav	1.315	103.75292205934333	17.66255453685806
 2.wav	1.32	103.68383164744995	17.393552418921974
 2.wav	1.325	103.77080008834972	17.10684928985138
 2.wav	1.33	104.1150177235028	16.799129002467254
 2.wav	1.335	104.60818328244648	16.464146878921717
 2.wav	1.34	104.93304353589988	16.111985648385957
 2.wav	1.345	104.78887656305429	15.733649668192133
 2.wav	1.35	104.18650100095539	15.333368298369301
 2.wav	1.355	103.39938529498917	14.895839585588256
 2.wav	1.36	102.73779907276048	14.42956958367352
 2.wav	1.365	102.35303210642691	13.937494401330062
 2.wav	1.37	102.27004066777315	13.459082329025613
 2.wav	1.375	102.4731813766947	13.022674536758787
 2.wav	1.38	102.96076528940085	12.665491215794084
 2.wav	1.385	103.74013257613869	12.380003897970521
 2.wav	1.39	104.85379623919629	12.140437828971377
 2.wav	1.395	--undefined--	11.902433344761757
 2.wav	1.4	--undefined--	11.64150669284049
 2.wav	1.405	--undefined--	11.361461246767172
 2.wav	1.41	--undefined--	11.092021176121975
 2.wav	1.415	--undefined--	10.867153468180943
 2.wav	1.42	--undefined--	10.7109650545753
 2.wav	1.425	--undefined--	10.616728962506055
 2.wav	1.43	--undefined--	10.557603398064103
 2.wav	1.435	--undefined--	10.500832430469133
 2.wav	1.44	--undefined--	10.4252002238388
 2.wav	1.445	--undefined--	10.33633644825982
 2.wav	1.45	--undefined--	10.261256875460651
 2.wav	1.455	--undefined--	10.245827414151734
 2.wav	1.46	--undefined--	10.300756920188128
 2.wav	1.465	--undefined--	10.454863571541853
 2.wav	1.47	--undefined--	10.68188586035385
 2.wav	1.475	--undefined--	10.972226706626243
 2.wav	1.48	--undefined--	11.355588003798722
 2.wav	1.485	--undefined--	11.929139567010164
 2.wav	1.49	--undefined--	12.785398882978377
 2.wav	1.495	--undefined--	13.925062132653965
 2.wav	1.5	--undefined--	15.193065789426557
 2.wav	1.505	--undefined--	16.40264540981738
 2.wav	1.51	--undefined--	17.39175134248863
 2.wav	1.515	--undefined--	18.078798254367108
 2.wav	1.52	--undefined--	18.412418474758418
 2.wav	1.525	--undefined--	18.387210092334087
 2.wav	1.53	--undefined--	18.015545387071533
 2.wav	1.535	--undefined--	17.340378245901512
 2.wav	1.54	--undefined--	16.467399375170313
 2.wav	1.545	--undefined--	15.591097951325823
 2.wav	1.55	--undefined--	15.033027291066048
 2.wav	1.555	--undefined--	15.061973489697216
 2.wav	1.56	--undefined--	15.649481209703492
 2.wav	1.565	--undefined--	0
 2.wav	1.57	--undefined--	0
 2.wav	1.575	--undefined--	0
 2.wav	1.58	--undefined--	0
 2.wav	1.585	--undefined--	0
 2.wav	1.59	--undefined--	0
 2.wav	1.595	--undefined--	0
 2.wav	1.6	0	0
3.wav	0.027	0	0
 3.wav	0.032	--undefined--	0
 3.wav	0.037	--undefined--	0
 3.wav	0.042	--undefined--	0
 3.wav	0.047	--undefined--	0
 3.wav	0.052	--undefined--	0
 3.wav	0.057	--undefined--	0
 3.wav	0.062	--undefined--	0
 3.wav	0.067	--undefined--	-2.584950670362689
 3.wav	0.072	--undefined--	-2.6648367916451665
 3.wav	0.077	--undefined--	-2.754877455018361
 3.wav	0.082	--undefined--	-2.814565642174653
 3.wav	0.087	--undefined--	-2.7470802084561634
 3.wav	0.092	--undefined--	-2.353416729298152
 3.wav	0.097	--undefined--	-1.3664732597056952
 3.wav	0.102	--undefined--	0.31424398576691714
 3.wav	0.107	--undefined--	2.402131754027449
 3.wav	0.112	--undefined--	4.540516501858606
 3.wav	0.117	--undefined--	6.4635813793572
 3.wav	0.122	--undefined--	8.082171553662686
 3.wav	0.127	--undefined--	9.353784460191687
 3.wav	0.132	--undefined--	10.303085096216805
 3.wav	0.137	--undefined--	10.95636992600082
 3.wav	0.142	--undefined--	11.367633475781233
 3.wav	0.147	--undefined--	11.588958097432343
 3.wav	0.152	--undefined--	11.68052868319938
 3.wav	0.157	--undefined--	11.692535006903073
 3.wav	0.162	--undefined--	11.661843351686924
 3.wav	0.167	--undefined--	11.60783787453135
 3.wav	0.172	--undefined--	11.53533902555955
 3.wav	0.177	--undefined--	11.442088611463516
 3.wav	0.182	--undefined--	11.326651374563482
 3.wav	0.187	--undefined--	11.19338671988456
 3.wav	0.192	--undefined--	11.051470459849126
 3.wav	0.197	--undefined--	10.918687961135852
 3.wav	0.202	--undefined--	10.810065413492886
 3.wav	0.207	--undefined--	10.74129764887748
 3.wav	0.212	--undefined--	10.71464541070423
 3.wav	0.217	--undefined--	10.723047116185342
 3.wav	0.222	--undefined--	10.751165071421783
 3.wav	0.227	--undefined--	10.780708070027167
 3.wav	0.232	--undefined--	10.79605370903889
 3.wav	0.237	--undefined--	10.78643259310184
 3.wav	0.242	--undefined--	10.747732337357919
 3.wav	0.247	--undefined--	10.683163030589586
 3.wav	0.252	--undefined--	10.601910217355135
 3.wav	0.257	--undefined--	10.520457753871213
 3.wav	0.262	--undefined--	10.457799215711505
 3.wav	0.267	--undefined--	10.432012212020638
 3.wav	0.272	--undefined--	10.451656679616281
 3.wav	0.277	--undefined--	10.510900491581488
 3.wav	0.282	--undefined--	10.590688235914982
 3.wav	0.287	--undefined--	10.664178577155193
 3.wav	0.292	--undefined--	10.7092006533229
 3.wav	0.297	--undefined--	10.714207697701212
 3.wav	0.302	--undefined--	10.682486999630365
 3.wav	0.307	--undefined--	10.629535500056146
 3.wav	0.312	--undefined--	10.575438964868875
 3.wav	0.317	--undefined--	10.539038022539124
 3.wav	0.322	--undefined--	10.529465719863326
 3.wav	0.327	--undefined--	10.546843404035274
 3.wav	0.332	--undefined--	10.584346947003358
 3.wav	0.337	--undefined--	10.634258574274352
 3.wav	0.342	--undefined--	10.691397111615476
 3.wav	0.347	--undefined--	10.752583581384146
 3.wav	0.352	--undefined--	10.81583759373604
 3.wav	0.357	--undefined--	10.875031646165752
 3.wav	0.362	--undefined--	10.921235402185523
 3.wav	0.367	--undefined--	10.944100676721735
 3.wav	0.372	--undefined--	10.938686550534554
 3.wav	0.377	--undefined--	10.907960618331554
 3.wav	0.382	--undefined--	10.864840209372348
 3.wav	0.387	--undefined--	10.827333085398047
 3.wav	0.392	--undefined--	10.809930908112097
 3.wav	0.397	--undefined--	10.819421471965347
 3.wav	0.402	--undefined--	10.851845636784208
 3.wav	0.407	--undefined--	10.896107723908992
 3.wav	0.412	--undefined--	10.939566911456476
 3.wav	0.417	--undefined--	10.97005278907973
 3.wav	0.422	--undefined--	10.978620100051478
 3.wav	0.427	--undefined--	10.959012396510875
 3.wav	0.432	--undefined--	10.90937123167339
 3.wav	0.437	--undefined--	10.833329456871791
 3.wav	0.442	--undefined--	10.737733466932568
 3.wav	0.447	--undefined--	10.632914391964732
 3.wav	0.452	--undefined--	10.524732303713387
 3.wav	0.457	--undefined--	10.416781755023782
 3.wav	0.462	--undefined--	10.307524152640983
 3.wav	0.467	--undefined--	10.197192975711445
 3.wav	0.472	--undefined--	10.085464911032965
 3.wav	0.477	--undefined--	9.974938147111933
 3.wav	0.482	--undefined--	9.866087450847408
 3.wav	0.487	--undefined--	9.76112772978034
 3.wav	0.492	--undefined--	9.662690565052799
 3.wav	0.497	--undefined--	9.582214022720335
 3.wav	0.502	--undefined--	9.542866669424924
 3.wav	0.507	--undefined--	9.591031730731894
 3.wav	0.512	--undefined--	9.79793673081407
 3.wav	0.517	--undefined--	10.230863234149062
 3.wav	0.522	--undefined--	10.90440191501298
 3.wav	0.527	--undefined--	11.726743424427156
 3.wav	0.532	--undefined--	12.556252219554969
 3.wav	0.537	--undefined--	13.241274054987926
 3.wav	0.542	--undefined--	13.685987118904643
 3.wav	0.547	--undefined--	13.834302694872218
 3.wav	0.552	--undefined--	13.682401338418654
 3.wav	0.557	--undefined--	13.265907164480709
 3.wav	0.562	--undefined--	12.677923959527886
 3.wav	0.567	--undefined--	12.052679174896422
 3.wav	0.572	--undefined--	11.548636243458503
 3.wav	0.577	--undefined--	11.254042646446527
 3.wav	0.582	--undefined--	11.152866919074167
 3.wav	0.587	--undefined--	11.159799957013528
 3.wav	0.592	--undefined--	11.173479968505685
 3.wav	0.597	--undefined--	11.240977967153562
 3.wav	0.602	--undefined--	11.132171758194112
 3.wav	0.607	--undefined--	11.142974726454462
 3.wav	0.612	--undefined--	11.398298027763873
 3.wav	0.617	--undefined--	12.412819569500456
 3.wav	0.622	--undefined--	14.494393108410504
 3.wav	0.627	--undefined--	17.320455634565274
 3.wav	0.632	152.3134572833862	20.352646066436037
 3.wav	0.637	152.69654004142618	23.158095928937662
 3.wav	0.642	150.6198618009579	25.723126740655932
 3.wav	0.647	148.0351946030871	27.96713880815913
 3.wav	0.652	145.8592607614039	29.93953462992873
 3.wav	0.657	144.397557809168	31.632076816135655
 3.wav	0.662	143.7119362990941	33.113033926412314
 3.wav	0.667	143.7111849040178	34.3646953290983
 3.wav	0.672	144.2099751896692	35.46127991159839
 3.wav	0.677	144.9767454902019	36.447705965649064
 3.wav	0.682	145.78466934830595	37.46868046562467
 3.wav	0.687	146.53470857972854	38.73275100495101
 3.wav	0.692	147.18681115827894	40.47592721979176
 3.wav	0.697	147.80635611314912	42.66439890252954
 3.wav	0.702	148.5644556923674	45.087815565422254
 3.wav	0.707	149.32467191036903	47.461581110404666
 3.wav	0.712	149.33357663083262	49.645423186081
 3.wav	0.717	148.17698085622985	51.54653597304723
 3.wav	0.722	146.23232955266846	53.165318299763854
 3.wav	0.727	144.43232281819303	54.494701685036986
 3.wav	0.732	143.7204948391033	55.56788228198034
 3.wav	0.737	144.40145819140469	56.40261820720083
 3.wav	0.742	145.98039338048432	57.03802766421548
 3.wav	0.747	147.57808998468946	57.50060336891906
 3.wav	0.752	148.57500876476462	57.82560813738641
 3.wav	0.757	149.01634533006373	58.037458622628584
 3.wav	0.762	149.174026165892	58.1605831861571
 3.wav	0.767	149.20947383178924	58.21141068370588
 3.wav	0.772	149.15797287884507	58.20578010808589
 3.wav	0.777	149.02246032616404	58.15848597008001
 3.wav	0.782	148.79360303263914	58.08718048706048
 3.wav	0.787	148.46295597468546	58.00951727767229
 3.wav	0.792	148.02032202375594	57.9415695834155
 3.wav	0.797	147.41479435142114	57.89022590350064
 3.wav	0.802	146.6448959309214	57.85168832681726
 3.wav	0.807	145.71554954615607	57.81088526894916
 3.wav	0.812	144.65764621067055	57.74515959886236
 3.wav	0.817	143.47862813327032	57.63120793429485
 3.wav	0.822	142.19003132616936	57.44709191247345
 3.wav	0.827	140.79011810033003	57.17939307894455
 3.wav	0.832	139.31294081314107	56.81793203432626
 3.wav	0.837	137.7736666900622	56.36580438808511
 3.wav	0.842	136.17649359299728	55.825523673525915
 3.wav	0.847	134.46549054794787	55.212302298669876
 3.wav	0.852	132.58754168280586	54.53050827111934
 3.wav	0.857	130.54210783647096	53.791202616117076
 3.wav	0.862	128.44614059505824	52.98559966229645
 3.wav	0.867	126.4080414395947	52.11394504363667
 3.wav	0.872	124.5393354832591	51.162766645925814
 3.wav	0.877	122.819271124679	50.1465214962434
 3.wav	0.882	121.25255219040432	49.07999829427365
 3.wav	0.887	119.79259531408735	48.013854830536516
 3.wav	0.892	118.43497905473008	46.98413223560971
 3.wav	0.897	117.09293070007497	46.02600719469858
 3.wav	0.902	115.7046122045857	45.11633018282141
 3.wav	0.907	114.15073116505356	44.214215709513184
 3.wav	0.912	112.40239332257373	43.24888207975037
 3.wav	0.917	110.42737825952722	42.180680238806815
 3.wav	0.922	108.21027775048714	40.979150266082456
 3.wav	0.927	105.68330754077355	39.66728156088487
 3.wav	0.932	102.80608207645835	38.28650090458707
 3.wav	0.937	99.48074129163783	36.914401629179785
 3.wav	0.942	95.68281713337329	35.61938696106651
 3.wav	0.947	91.28988437151102	34.46824426772486
 3.wav	0.952	86.55474448531619	33.47269237750727
 3.wav	0.957	82.00569352823489	32.66402272909828
 3.wav	0.962	78.66979368932644	32.037451906924666
 3.wav	0.967	76.17913053275431	31.633152891023197
 3.wav	0.972	75.34474726526423	31.429401328811394
 3.wav	0.977	75.25029182475691	31.356230252476216
 3.wav	0.982	75.1014374115229	31.3204023581931
 3.wav	0.987	74.8188617228968	31.245569373051396
 3.wav	0.992	74.35556256448584	31.086584074429986
 3.wav	0.997	73.6412000848028	30.839305548280606
 3.wav	1.002	72.84496373974982	30.508243311759166
 3.wav	1.007	72.31572492126287	30.119103010105206
 3.wav	1.012	72.93203082102703	29.677135006110053
 3.wav	1.017	74.88993508370697	29.191618823672655
 3.wav	1.022	77.33465920601286	28.65344416131724
 3.wav	1.027	79.3762896378705	28.058195062305057
 3.wav	1.032	81.33406094418598	27.391997180807167
 3.wav	1.037	--undefined--	26.63798905151514
 3.wav	1.042	--undefined--	25.791366633169726
 3.wav	1.047	--undefined--	24.834955341332975
 3.wav	1.052	--undefined--	23.777447332870885
 3.wav	1.057	--undefined--	22.620567159853348
 3.wav	1.062	--undefined--	21.397239568667747
 3.wav	1.067	--undefined--	20.160107201182992
 3.wav	1.072	--undefined--	18.961622798272572
 3.wav	1.077	--undefined--	17.885218442510183
 3.wav	1.082	--undefined--	16.985787822573748
 3.wav	1.087	--undefined--	16.307365688475972
 3.wav	1.092	--undefined--	15.835403658889156
 3.wav	1.097	--undefined--	15.521296396135147
 3.wav	1.102	--undefined--	15.283199809549474
 3.wav	1.107	--undefined--	15.044105884221617
 3.wav	1.112	--undefined--	14.7427268063979
 3.wav	1.117	--undefined--	14.35465852417287
 3.wav	1.122	--undefined--	13.881837293388005
 3.wav	1.127	--undefined--	13.36466037361742
 3.wav	1.132	--undefined--	12.848587661996298
 3.wav	1.137	--undefined--	12.382437506656476
 3.wav	1.142	--undefined--	11.980537644608567
 3.wav	1.147	--undefined--	11.63902580868874
 3.wav	1.152	--undefined--	11.336021584137372
 3.wav	1.157	--undefined--	11.062304869989594
 3.wav	1.162	--undefined--	10.815615093870981
 3.wav	1.167	--undefined--	10.60460882895795
 3.wav	1.172	--undefined--	10.428902629814997
 3.wav	1.177	--undefined--	10.2833663201497
 3.wav	1.182	--undefined--	10.158309801734198
 3.wav	1.187	--undefined--	10.051131302206501
 3.wav	1.192	--undefined--	9.967913000712741
 3.wav	1.197	--undefined--	9.926012053367112
 3.wav	1.202	--undefined--	9.942010058582829
 3.wav	1.207	--undefined--	10.02206736598483
 3.wav	1.212	--undefined--	10.15369220985275
 3.wav	1.217	--undefined--	10.30360780540578
 3.wav	1.222	--undefined--	10.432287513357469
 3.wav	1.227	--undefined--	10.504197675127436
 3.wav	1.232	--undefined--	10.50478405516633
 3.wav	1.237	--undefined--	10.44344260474643
 3.wav	1.242	--undefined--	10.350462214819228
 3.wav	1.247	--undefined--	10.26569422857767
 3.wav	1.252	--undefined--	10.218142645375622
 3.wav	1.257	--undefined--	10.21298465496921
 3.wav	1.262	--undefined--	10.233382705732303
 3.wav	1.267	--undefined--	10.254146036348287
 3.wav	1.272	--undefined--	10.257393056706434
 3.wav	1.277	--undefined--	10.237420905277313
 3.wav	1.282	--undefined--	10.197038451094343
 3.wav	1.287	--undefined--	10.143019641314437
 3.wav	1.292	--undefined--	10.079133069534727
 3.wav	1.297	--undefined--	10.01134295167323
 3.wav	1.302	--undefined--	9.948240520678322
 3.wav	1.307	--undefined--	9.904124118564155
 3.wav	1.312	--undefined--	9.89531056590243
 3.wav	1.317	--undefined--	9.930776148175289
 3.wav	1.322	--undefined--	10.007354809171943
 3.wav	1.327	--undefined--	10.111299604509558
 3.wav	1.332	--undefined--	10.22895136998869
 3.wav	1.337	--undefined--	10.349852500872112
 3.wav	1.342	--undefined--	10.470234642460499
 3.wav	1.347	--undefined--	10.583153344721616
 3.wav	1.352	--undefined--	10.678087456422512
 3.wav	1.357	--undefined--	10.73895726434091
 3.wav	1.362	--undefined--	10.754283815217411
 3.wav	1.367	--undefined--	10.72245096323315
 3.wav	1.372	--undefined--	10.655765822091388
 3.wav	1.377	--undefined--	10.578247593169225
 3.wav	1.382	--undefined--	0
 3.wav	1.387	--undefined--	0
 3.wav	1.392	--undefined--	0
 3.wav	1.397	--undefined--	0
 3.wav	1.402	--undefined--	0
 3.wav	1.407	--undefined--	0
 3.wav	1.412	0	0
